Name,Cuisine,Ranking,Rating,Price,ReviewCount,Reviews,URL_TA
Hasir Restaurant,"['Fast Food', 'Mediterranean', 'Barbecue', 'Vegetarian Friendly', 'Halal']",1599.0,3.5,Medium,131.0,"[['Pretty good and reasonable', 'Good Turkish restaurant'], ['10/11/2017', '09/29/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1503600-Reviews-Hasir_Restaurant-Berlin.html
Ganymed,"['International', 'French', 'Seafood', 'European', 'Central European', 'Vegetarian Friendly']",1601.0,3.5,Medium,159.0,"[['Great Beef Tartare!', 'Good food OK service'], ['11/27/2017', '11/14/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d715325-Reviews-Ganymed-Berlin.html
MOJITO Restaurant - Bar,"['Mexican', 'Latin', 'South American', 'Central American', 'Vegetarian Friendly']",1602.0,4.0,Medium,85.0,"[['Good and cheap', 'Satisfies that US Style Mexican Craving'], ['08/23/2017', '03/03/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d5481185-Reviews-MOJITO_Restaurant_Bar-Berlin.html
Kinnaree Thai Restaurant,"['Asian', 'Thai', 'Vegetarian Friendly']",1603.0,4.5,Medium,37.0,"[['Very good indeed!', 'Good'], ['12/22/2017', '10/21/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d8120629-Reviews-Kinnaree_Thai_Restaurant-Berlin.html
Friedel Richter,"['German', 'European', 'Central European', 'Vegetarian Friendly']",1604.0,4.0,Medium,30.0,"[['short menue, ""honest"" cooking of locally s...', 'Nice atmosphere and good food'], ['05/28/2017', '05/17/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d8077043-Reviews-Friedel_Richter-Berlin.html
Rhodos,['Greek'],1605.0,4.0,Medium,32.0,"[['Vey much polite staff and affordable place', 'Hungry late at night for quiet Grünau'], ['01/02/2018', '11/04/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1342249-Reviews-Rhodos-Berlin.html
November,"['German', 'European', 'Central European', 'Vegetarian Friendly', 'Vegan Options']",1606.0,4.0,Medium,85.0,"[['The food ws great', 'Nice Breakfast'], ['07/29/2017', '02/06/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d695560-Reviews-November-Berlin.html
LunchTime,"['Italian', 'Mediterranean']",1607.0,4.5,Low,24.0,"[['Great breakfast', 'Excellent Lasagna'], ['09/29/2017', '06/06/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d7832154-Reviews-LunchTime-Berlin.html
Ristorante Cinque,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly']",1608.0,4.0,Medium,94.0,"[['better than expected', 'Little Italy'], ['11/15/2017', '10/14/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2554537-Reviews-Ristorante_Cinque-Berlin.html
Doner Dach,"['Fast Food', 'Turkish', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options']",1609.0,4.5,Low,23.0,"[['Very good döner', 'Great Döner, sehr lecker!'], ['11/26/2017', '10/03/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d7618753-Reviews-Doner_Dach-Berlin.html
Zio Felix,"['Italian', 'Pizza', 'Healthy', 'Mediterranean', 'Vegetarian Friendly']",1610.0,4.5,Medium,29.0,"[['Very nice place, very good pizza!', 'So worth the wait - DELICIOUS pizza'], ['07/07/2017', '04/02/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d5819896-Reviews-Zio_Felix-Berlin.html
Paracas II,"['Latin', 'Mexican', 'Peruvian', 'Spanish', 'South American', 'Vegetarian Friendly']",1611.0,4.0,Medium,62.0,"[['The cevice is excellent !!!!', 'Fun and vibrant'], ['05/27/2017', '07/18/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d3674721-Reviews-Paracas_II-Berlin.html
Chan,"['Asian', 'Thai', 'Street Food', 'Vegetarian Friendly', 'Vegan Options']",1612.0,4.0,Medium,95.0,"[['A lot of choice', 'Berlin 2017'], ['09/06/2017', '04/25/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1037142-Reviews-Chan-Berlin.html
Lutter und Wegner,"['German', 'European', 'Central European', 'Vegetarian Friendly']",1613.0,3.5,Medium,120.0,"[['Dinner at L & W', 'Uninspiring and pricey food'], ['08/15/2017', '03/12/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2369832-Reviews-Lutter_und_Wegner-Berlin.html
Die Feinbackerei,"['German', 'European', 'Central European']",1614.0,4.5,Medium,30.0,"[['Best place our group ate during five night...', 'Amazing food'], ['02/11/2017', '01/05/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d958751-Reviews-Die_Feinbackerei-Berlin.html
Salumeria da Nino,['Italian'],1615.0,4.5,Medium,25.0,"[['Excellent food, amazing service!!!', 'Authentic Italian'], ['07/28/2017', '02/24/2015']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1349359-Reviews-Salumeria_da_Nino-Berlin.html
Nu Eat Kitchen,"['Asian', 'Thai', 'Chinese', 'Fusion', 'Vietnamese', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",1616.0,4.5,Medium,46.0,"[['Hi quality cuisine', 'Wow'], ['07/20/2016', '07/09/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d8732377-Reviews-Nu_Eat_Kitchen-Berlin.html
Ludwig Con Brio,"['Cafe', 'Delicatessen', 'Soups', 'Italian', 'Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",1617.0,4.5,Medium,20.0,"[['Super!', 'Quaint, stylish atmosphere. Lovely food. P...'], ['10/30/2016', '09/29/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d8684351-Reviews-Ludwig_Con_Brio-Berlin.html
Restaurant KHUSHI,"['Indian', 'Asian', 'Vegetarian Friendly', 'Vegan Options']",1619.0,4.0,Medium,115.0,"[['Lovely Indian food', 'Tasty Indian food, great location'], ['09/14/2017', '08/30/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1353567-Reviews-Restaurant_KHUSHI-Berlin.html
Prinz Bistro,"['Fast Food', 'Turkish', 'Vegetarian Friendly']",1621.0,4.0,Low,51.0,"[['I can come regular here', 'Filling meal'], ['12/02/2017', '10/29/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d4363774-Reviews-Prinz_Bistro-Berlin.html
Dal Contadino,"['Italian', 'European', 'Wine Bar', 'Vegetarian Friendly']",1622.0,4.5,Medium,45.0,"[['Italian home from home', 'Outstanding Italian in Berlin'], ['10/28/2017', '09/27/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2708062-Reviews-Dal_Contadino-Berlin.html
Voudookitchen Burger & Crepes,"['Fast Food', 'Barbecue', 'Diner', 'Vegetarian Friendly']",1624.0,5.0,Low,9.0,"[['Hidden fem', 'For all burger-lovers'], ['01/06/2018', '12/11/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d10478887-Reviews-Voudookitchen_Burger_Crepes-Berlin.html
Restaurant Slate Berlin,['International'],1625.0,5.0,High,6.0,"[['Fabulous Evening with compassionate Hosts', 'AMAZING DINNER'], ['01/06/2018', '01/05/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d13183973-Reviews-Restaurant_Slate_Berlin-Berlin.html
Cafe Susser Wolz,['Vegan Options'],1627.0,5.0,Low,12.0,"[['Fantastic find!', 'Extremely tasty'], ['05/24/2017', '05/21/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d10308480-Reviews-Cafe_Susser_Wolz-Berlin.html
Babbo bar,['Italian'],1628.0,5.0,Medium,11.0,"[['Italian Gem in Neukölln!', 'Like Being In Italy'], ['03/07/2017', '11/01/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d10304718-Reviews-Babbo_bar-Berlin.html
Bricole - Bar Hors d'oeuvre,"['French', 'International', 'Vegetarian Friendly']",1630.0,4.5,Medium,13.0,"[['A last minute evening with friend in Brico...', 'Highly recommended'], ['11/15/2017', '04/02/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d12111277-Reviews-Bricole_Bar_Hors_d_oeuvre-Berlin.html
Mozzarella Bar & Bottega - Al Contadino Sotto le Stelle,"['Italian', 'Mediterranean', 'European', 'Wine Bar', 'Vegetarian Friendly']",1631.0,4.0,Medium,56.0,"[['It a not like Contadino, but almost', 'Good lunch'], ['08/26/2017', '04/02/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d7350670-Reviews-Mozzarella_Bar_Bottega_Al_Contadino_Sotto_le_Stelle-Berlin.html
Cafe do Brasil,"['Latin', 'South American', 'Brazilian', 'Spanish']",1632.0,4.5,Medium,43.0,"[['Homemade Brazilian food ! 🇧🇷', 'A Samba of Flavour, served in a great loca...'], ['08/22/2017', '03/28/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1036996-Reviews-Cafe_do_Brasil-Berlin.html
Cafe-Restaurant Datscha X-Berg,"['Russian', 'Eastern European', 'Vegetarian Friendly']",1633.0,4.5,Medium,15.0,"[['Nice experience', 'Delicious!'], ['12/18/2017', '09/12/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d12227133-Reviews-Cafe_Restaurant_Datscha_X_Berg-Berlin.html
HABEL am Reichstag,"['German', 'European', 'Central European', 'Vegetarian Friendly']",1635.0,3.5,Medium,72.0,"[['Good address', 'Interesting place'], ['01/04/2018', '11/17/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1418089-Reviews-HABEL_am_Reichstag-Berlin.html
Arom Di Thai & Sushi,"['Sushi', 'Thai', 'Japanese']",1636.0,5.0,Medium,20.0,"[['Great food', 'Highly recommended. Amongst the best Thai...'], ['12/16/2017', '03/04/2015']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2221448-Reviews-Arom_Di_Thai_Sushi-Berlin.html
Hasina Eatery,"['Indian', 'Mexican', 'Vegetarian Friendly', 'Vegan Options']",1637.0,5.0,Low,18.0,"[['Nice Indian restaurant', 'Fresh Bengali dishes'], ['12/04/2017', '03/02/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d7794275-Reviews-Hasina_Eatery-Berlin.html
La Piazza Nuova Mario,"['Italian', 'Mediterranean', 'European', 'Pizza', 'Vegetarian Friendly']",1638.0,4.0,Medium,58.0,"[['Pleasant Place to Eat', 'Italian meal of very good value'], ['05/30/2017', '03/02/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d5964251-Reviews-La_Piazza_Nuova_Mario-Berlin.html
La Forneria,"['Italian', 'Pizza', 'Mediterranean', 'European']",1639.0,4.0,Medium,50.0,"[['Good', 'Worth a try'], ['07/02/2017', '03/24/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1349287-Reviews-La_Forneria-Berlin.html
Pho Phan,['Vegetarian Friendly'],1640.0,4.5,Low,12.0,"[['Best Vietnamese food in a low fi neighborh...', 'Cheap, hidden gem in Neukolln'], ['01/03/2018', '11/07/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d12030693-Reviews-Pho_Phan-Berlin.html
Berlin_Theke,"['Cafe', 'European', 'Vegetarian Friendly', 'Vegan Options']",1641.0,4.0,Low,64.0,"[['Nice cafe', 'Very nice breakfast'], ['12/26/2017', '11/07/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d6494498-Reviews-Berlin_Theke-Berlin.html
Die Zwoelf Apostel,"['Italian', 'European', 'Pizza', 'Mediterranean', 'Vegetarian Friendly']",1642.0,4.0,Medium,67.0,"[['Great service, Great food', 'Great ambience'], ['10/17/2017', '02/20/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d943498-Reviews-Die_Zwoelf_Apostel-Berlin.html
Zille-Stube,"['German', 'European', 'Central European']",1644.0,4.0,Medium,37.0,"[['Great outdoor lunch on a sunny september-d...', 'Very Good'], ['10/02/2017', '05/24/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d6678035-Reviews-Zille_Stube-Berlin.html
Austernbar at Galeries Lafayette,"['French', 'Seafood', 'Soups', 'European']",1645.0,4.0,Medium,64.0,"[['Good place for Champagne and oysters!', 'Seafood'], ['02/22/2017', '02/12/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2250582-Reviews-Austernbar_at_Galeries_Lafayette-Berlin.html
Gong Gan,"['Asian', 'Korean', 'International', 'Vegetarian Friendly', 'Vegan Options']",1646.0,4.5,Low,34.0,"[['best bibimbap in berlin', ""Don't miss the kimchi""], ['12/29/2017', '09/16/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d4554487-Reviews-Gong_Gan-Berlin.html
Restaurant Il Castello,['Italian'],1648.0,4.5,Medium,24.0,"[['Warm and welcoming place', 'Perfect family restaurant'], ['04/25/2017', '05/17/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d5526133-Reviews-Restaurant_Il_Castello-Berlin.html
Grune Lampe,"['Eastern European', 'Ukrainian', 'Russian']",1650.0,4.0,Medium,47.0,"[['The perfect pick me up', 'Absolutely perfect'], ['12/22/2017', '08/07/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d951229-Reviews-Grune_Lampe-Berlin.html
Pergamon Doner & Pizza,"['Fast Food', 'Turkish', 'Middle Eastern', 'Vegetarian Friendly', 'Halal']",1651.0,4.0,Low,56.0,"[['Very good kebab!', 'Very good kebab!'], ['09/24/2017', '03/10/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d7366599-Reviews-Pergamon_Doner_Pizza-Berlin.html
Zula,"['Mediterranean', 'Middle Eastern', 'Israeli', 'Vegetarian Friendly', 'Vegan Options']",1652.0,4.0,Medium,88.0,"[['Nice food, nice service, nice atmosphere.', 'Bedeutungslos'], ['05/16/2017', '01/01/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1962938-Reviews-Zula-Berlin.html
Taka Fish House,['Barbecue'],1653.0,5.0,Low,14.0,"[['If you want fish...', 'Fish, simple as that'], ['06/30/2017', '11/19/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d8608419-Reviews-Taka_Fish_House-Berlin.html
il Buco di Heidi - Caffe e Ristoro,"['Italian', 'International', 'Mediterranean', 'European', 'Delicatessen']",1654.0,4.5,Low,21.0,"[['Beautiful', 'Delish breakky sandwiches'], ['02/11/2017', '06/28/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d5826174-Reviews-Il_Buco_di_Heidi_Caffe_e_Ristoro-Berlin.html
Tauro,"['Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly']",1655.0,3.5,Medium,266.0,"[['Delicious food', 'Average steak quality that can be found el...'], ['12/04/2017', '11/25/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2221080-Reviews-Tauro-Berlin.html
Pasta Deli,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly']",1656.0,4.0,Low,59.0,"[['Very Good Lunchtime Food', 'Good fast food reasonable price!'], ['04/12/2017', '08/28/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2676289-Reviews-Pasta_Deli-Berlin.html
Doner Kebap Linden Grill,"['Fast Food', 'Turkish', 'Middle Eastern', 'Vegetarian Friendly', 'Halal']",1657.0,4.5,Low,42.0,"[['Delicious - worth a visit!', 'Massive'], ['09/08/2017', '08/11/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d7214030-Reviews-Doner_Kebap_Linden_Grill-Berlin.html
Fraulein Fiona,"['German', 'Vegetarian Friendly']",1658.0,4.5,Medium,60.0,"[['Wonderful!', 'Food for Baldrick?'], ['12/29/2017', '02/14/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2440864-Reviews-Fraulein_Fiona-Berlin.html
Restaurant Bale,"['Mediterranean', 'European', 'Central European', 'American', 'German', 'Vegetarian Friendly', 'Vegan Options']",1659.0,4.5,Medium,45.0,"[['unexpected visit', 'Saturday afternoon'], ['01/05/2018', '03/21/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d8656205-Reviews-Restaurant_Bale-Berlin.html
Teehaus Tiergarten,"['German', 'European', 'Central European', 'Vegetarian Friendly']",1660.0,4.0,Medium,105.0,"[['Nice pieace of cake', 'Style over substance'], ['08/06/2017', '10/11/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2146097-Reviews-Teehaus_Tiergarten-Berlin.html
Palazzo,['Vegetarian Friendly'],1661.0,4.5,High,23.0,"[['100% worth to go'], ['01/29/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d9562467-Reviews-Palazzo-Berlin.html
Restaurant Louis Laurent,['French'],1662.0,4.5,High,9.0,"[['Delicious original french cuisine'], ['04/11/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d12328737-Reviews-Restaurant_Louis_Laurent-Berlin.html
Dabangg,"['Asian', 'Korean']",1663.0,5.0,Medium,14.0,"[['super cozy small Korean Restaurant', 'Cozy place with great food'], ['10/12/2017', '08/01/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d7761418-Reviews-Dabangg-Berlin.html
Kirsons,"['German', 'Grill', 'Latvian', 'Eastern European']",1664.0,4.5,Low,24.0,"[['Super', 'Delicious food'], ['11/03/2017', '08/31/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d10350075-Reviews-Kirsons-Berlin.html
WORLD OF PIZZA,"['Pizza', 'Italian']",1665.0,4.0,Low,26.0,"[['Great burgers', 'Good for a lunch or dinner if you staying...'], ['03/15/2017', '12/05/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d7646506-Reviews-WORLD_OF_PIZZA-Berlin.html
Pizza Hut,"['Italian', 'Pizza', 'Fast Food', 'Vegetarian Friendly', 'Vegan Options']",1666.0,3.5,Medium,130.0,"[['Quick lunch was very slow to be served', 'Always come here when in Berlin'], ['11/28/2017', '10/13/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d4557267-Reviews-Pizza_Hut-Berlin.html
Sweet2go,['Cafe'],1667.0,5.0,Low,16.0,"[['Sweet!', 'Great coffee'], ['05/25/2016', '08/04/2015']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d7381924-Reviews-Sweet2go-Berlin.html
Weltrestaurant Markthalle,"['Italian', 'Cafe', 'Spanish', 'German', 'European', 'Vegetarian Friendly']",1668.0,4.0,Medium,131.0,"[['Walk back in time', 'Classic German Cuisine!'], ['11/23/2017', '10/04/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d718205-Reviews-Weltrestaurant_Markthalle-Berlin.html
Really Good Life,"['American', 'Fast Food', 'Vegetarian Friendly']",1669.0,4.5,Low,16.0,"[['Nice atmosphere', 'A small place with great food and warm atm...'], ['01/03/2018', '03/01/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d10515576-Reviews-Really_Good_Life-Berlin.html
Piazza Bra,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly']",1670.0,4.0,Medium,95.0,"[['Friendly and well priced pizza', 'Good Pizza & Paulaner'], ['08/02/2017', '01/08/2018']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d3390026-Reviews-Piazza_Bra-Berlin.html
Maredo,['Grill'],1672.0,3.5,Medium,169.0,"[['Good and reliable food and pleasant, fast...', 'Dinner with Business Colleagues'], ['11/14/2017', '10/17/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d3739357-Reviews-Maredo-Berlin.html
Tonsai Thai-Restaurant,['Thai'],1673.0,4.5,Medium,47.0,"[['Very pleasant', 'Good food and nice environment'], ['07/02/2017', '03/20/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2456525-Reviews-Tonsai_Thai_Restaurant-Berlin.html
Chez Zola,"['Moroccan', 'Mediterranean']",1675.0,5.0,Low,13.0,"[['cosy place and delicious food!', 'Best couscous ever'], ['01/07/2018', '10/21/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d10104212-Reviews-Chez_Zola-Berlin.html
Meli Cafe,"['Japanese', 'Sushi', 'Asian', 'Vietnamese', 'Vegetarian Friendly']",1676.0,4.0,Medium,114.0,"[['Good, affordable and efficient', 'A lovely Asian restaurant in the heart of...'], ['01/17/2017', '01/10/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d3326627-Reviews-Meli_Cafe-Berlin.html
tirree,"['Bar', 'Contemporary', 'Pub', 'German', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",1677.0,4.5,Low,30.0,"[['Great coffee and cocktails, laid back atmo...', 'Go to place!'], ['06/12/2017', '05/02/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d7283822-Reviews-Tirree-Berlin.html
Sabor Latino,"['Peruvian', 'Seafood', 'South American']",1678.0,4.0,Medium,44.0,"[['Good Peruvian food', 'Rica comida con musica en vivo'], ['01/14/2017', '02/15/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2006112-Reviews-Sabor_Latino-Berlin.html
Royal Gourmet,['Asian'],1679.0,4.5,Medium,13.0,"[[], []]",https://www.tripadvisor.com/Restaurant_Review-g187323-d11658663-Reviews-Royal_Gourmet-Berlin.html
Cyclo Restaurant - Vietnamese Cuisine,"['Asian', 'Vietnamese', 'Fusion', 'Gastropub']",1680.0,4.0,Medium,46.0,"[['Fresh, well cooked food, quiet atmosphere', 'Low hygiene standards'], ['02/03/2017', '07/17/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1036970-Reviews-Cyclo_Restaurant_Vietnamese_Cuisine-Berlin.html
Wirtshaus zum Mitterhofer,"['German', 'Austrian', 'European', 'Central European', 'Vegetarian Friendly']",1681.0,4.0,Medium,80.0,"[['Nice lunch', 'Without exception they serve the most mout...'], ['01/17/2017', '08/15/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1536478-Reviews-Wirtshaus_zum_Mitterhofer-Berlin.html
China Restaurant Tian Fu,"['Chinese', 'Asian', 'Vegetarian Friendly']",1682.0,4.0,Medium,60.0,"[['Great food, but a lot!', 'Worst experience in Berlin'], ['01/03/2018', '07/01/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d5788318-Reviews-China_Restaurant_Tian_Fu-Berlin.html
